Building_ID,Setting,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F,VUS-Recall,VUS-Precision,VUS-F,Accuracy,Precision,Recall,F-score,AUC-ROC,PR-AUC
1,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.1875,0.1875,0.1846153846153841,0.23529411764705885,0.41727566016499595,0.6475774582823406,0.8894942263888406,0.7488680337617,0.9811662441144513,0.1875,0.1875,0.1875,0.6699683950164896,0.034295402974337585
41,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.19095477386934673,0.19095477386934673,0.14412136536030293,0.07219986899971928,0.5180685335876681,0.915931116459991,0.42117704780175375,0.5731818744438469,0.9416877942774358,0.12179487179487179,0.4418604651162791,0.19095477386934673,0.583782535037733,0.021783395806022066
55,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.8819875776397516,0.8819875776397516,0.881987577639751,0.37037037037037035,0.9396983458895346,1.0,0.8262486943252542,0.9046360768802638,0.993118435349511,0.7888888888888889,1.0,0.8819875776397516,0.7006701921566574,0.13898250018497935
69,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.23214285714285715,0.23214285714285715,0.2298342541436461,0.08039362275501157,0.7026894867837699,0.9395083332125087,0.3996935889938843,0.5484193657926135,0.8754074610648316,0.14130434782608695,0.65,0.23214285714285715,0.43639966430436394,0.027652832525135576
79,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.6788990825688074,0.6788990825688074,0.6537102473498229,0.46875,0.7240955925509704,0.7507293988154012,0.8126952503012796,0.780457936679661,0.987323433538573,0.6851851851851852,0.6727272727272727,0.6788990825688074,0.4817577101390848,0.1053800066331448
82,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.40350877192982454,0.40350877192982454,0.348484848484848,0.08219178082191782,0.5547410025684799,0.6127486893356179,0.556308895959441,0.5829909770791337,0.9753712423035132,0.36507936507936506,0.45098039215686275,0.40350877192982454,0.7716952463642284,0.06537806065754614
91,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.6,0.6,0.567567567567567,0.56,0.8232512231394028,0.7611078388676085,0.8664834453277854,0.8099108235318557,0.9956537486417965,0.6,0.6,0.6,0.7586550133527555,0.39528663369622946
107,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.6332574031890661,0.6332574031890661,0.6148742051423827,0.4075829383886256,0.7684716202184743,0.9796102745677129,0.8807692945598947,0.9252890499486088,0.9416877942774358,0.5325670498084292,0.7808988764044944,0.6332574031890661,0.6911134600912623,0.11742852183373123
108,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.7753846153846153,0.7753846153846153,0.6040268456375834,0.4744391320338359,0.660226096321668,0.7155497484163905,0.9713397926854029,0.8240213822800673,0.9735603042375951,0.9,0.6810810810810811,0.7753846153846153,0.7563454759106932,0.5193067823704879
111,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.8857142857142857,0.8857142857142857,0.8857142857142852,0.6666666666666667,0.9281584052136924,1.0,0.846472015820792,0.9167160298234129,0.9855124954726548,0.7948717948717948,1.0,0.8857142857142857,0.8220211422771273,0.577247232158429
112,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.22302158273381295,0.22302158273381295,0.20934158694428784,0.11765425678362752,0.6607347876176617,0.9967608319359946,0.2418226792685416,0.38554594600164926,0.8435349511046722,0.12678936605316973,0.9253731343283582,0.22302158273381295,0.779792573878935,0.049534231259745834
117,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.8295454545454546,0.8295454545454546,0.7499999999999994,0.7500000000000001,0.7499999999999994,0.7087378640776726,1.0,0.8295454545454547,0.9891343716044911,1.0,0.7087378640776699,0.8295454545454546,0.9125044744935604,0.5385232140907166
118,anomaly_detection_LEAD_Reformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.8503937007874016,0.8503937007874016,0.7176079734219264,0.5333333333333333,0.7636499666324122,0.9604634476418716,0.8110443421177108,0.8794386285939788,0.9862368706990221,0.7769784172661871,0.9391304347826087,0.8503937007874016,0.9226691642840712,0.615972996741016
