Building_ID,Setting,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F,VUS-Recall,VUS-Precision,VUS-F,Accuracy,Precision,Recall,F-score,AUC-ROC,PR-AUC
1,anomaly_detection_LEAD_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.24,0.24,0.23529411764705838,0.2580645161290322,0.418098621988415,0.4473572466725043,0.9363856940743718,0.6053293944415483,0.9862368706990221,0.3333333333333333,0.1875,0.24,0.6736899963356542,0.044611465519423354
41,anomaly_detection_LEAD_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.3225806451612903,0.3225806451612903,0.27347310847766587,0.2105263157894737,0.5747383865028157,0.907617387419193,0.5044128757361889,0.6455173028477164,0.961970300615719,0.22321428571428573,0.5813953488372093,0.3225806451612903,0.6675736262984069,0.03834524324246836
55,anomaly_detection_LEAD_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.8255813953488372,0.8255813953488372,0.8255813953488367,0.3448275862068966,0.9231237772644991,1.0,0.7362612127650809,0.847893749073749,0.9891343716044911,0.7029702970297029,1.0,0.8255813953488372,0.614796586208702,0.175406255704405
69,anomaly_detection_LEAD_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.35266821345707655,0.35266821345707655,0.35076923076923044,0.10958250022382046,0.7359408312212942,0.9988138467980721,0.43964391830700567,0.5980005254512442,0.8989496559217675,0.21652421652421652,0.95,0.35266821345707655,0.8055856023871689,0.06651574368377944
79,anomaly_detection_LEAD_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.5135135135135135,0.5135135135135135,0.6666666666666662,0.6666666666666666,0.6666666666666662,0.3454545454545444,1.0,0.5135135135135147,0.9869612459253894,1.0,0.34545454545454546,0.5135135135135135,0.6825102465900693,0.175151540048295
82,anomaly_detection_LEAD_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.4380952380952381,0.4380952380952381,0.37398373983739785,0.11231884057971014,0.5117064261774527,0.6280218994400973,0.6710066405564119,0.6487243888371498,0.9786309308221659,0.42592592592592593,0.45098039215686275,0.4380952380952381,0.6601548368424861,0.08479250439586121
91,anomaly_detection_LEAD_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.5833333333333334,0.5833333333333334,0.5147058823529407,0.5,0.6865748430105548,0.5107771022649261,0.8768620031434471,0.645515494440414,0.9963781238681637,0.7777777777777778,0.4666666666666667,0.5833333333333334,0.6720806020878854,0.4275058839114475
107,anomaly_detection_LEAD_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.6083150984682714,0.6083150984682714,0.5913320925285823,0.4194584843392017,0.8344041427585887,0.9604587511773488,0.7454349551724767,0.8382027320514492,0.9351684172401303,0.4982078853046595,0.7808988764044944,0.6083150984682714,0.36129707203974126,0.05901419095982996
108,anomaly_detection_LEAD_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.8102893890675241,0.8102893890675241,0.6249999999999994,0.625,0.6249999999999994,0.6810810810810787,1.0,0.810289389067523,0.9786309308221659,1.0,0.6810810810810811,0.8102893890675241,0.829733926473057,0.6814862572122604
111,anomaly_detection_LEAD_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.8091603053435115,0.8091603053435115,0.9052092228864212,0.8333333333333334,0.9069629195526563,0.6838709677419378,0.9906542056074759,0.809160305343511,0.9818906193408186,0.9906542056074766,0.6838709677419355,0.8091603053435115,0.7585670784541876,0.6254762213190256
