Building_ID,Setting,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F,VUS-Recall,VUS-Precision,VUS-F,Accuracy,Precision,Recall,F-score,AUC-ROC,PR-AUC
1,anomaly_detection_LEAD_Nonstationary_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.35443037974683544,0.35443037974683544,0.2847457627118639,0.3,0.4905589606126993,0.6544419335155143,0.5239707283062597,0.581518790297083,0.9815284317276349,0.2978723404255319,0.4375,0.35443037974683544,0.6309431110296811,0.12038646581095379
41,anomaly_detection_LEAD_Nonstationary_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.3875968992248062,0.3875968992248062,0.29239766081871293,0.24390243902439027,0.4963486000780604,0.8587813115976737,0.544579627784285,0.6654830080224904,0.9713871785584933,0.29069767441860467,0.5813953488372093,0.3875968992248062,0.6922754419289149,0.048996747717652625
55,anomaly_detection_LEAD_Nonstationary_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.8939393939393939,0.8939393939393939,0.8756957328385895,0.7272727272727272,0.8809425787606104,0.8309859154929591,0.9672131147540972,0.8939393939393939,0.9949293734154292,0.9672131147540983,0.8309859154929577,0.8939393939393939,0.6995916016545368,0.25577811915629095
69,anomaly_detection_LEAD_Nonstationary_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.5966850828729282,0.5966850828729282,0.5721854304635756,0.2773039889958735,0.7701864962145702,0.7543562173034376,0.6371039851228157,0.6906373497637713,0.9735603042375951,0.5346534653465347,0.675,0.5966850828729282,0.5743472584856397,0.05188468304211521
79,anomaly_detection_LEAD_Nonstationary_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.5138888888888888,0.5138888888888888,0.4993252361673409,0.2631578947368421,0.6830498615237375,0.8227906077005971,0.5788320725640315,0.6789108146876252,0.974646867077146,0.4157303370786517,0.6727272727272727,0.5138888888888888,0.618490895652758,0.14217170806909346
82,anomaly_detection_LEAD_Nonstationary_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.22608695652173913,0.22608695652173913,0.22510822510822479,0.04081632653061224,0.743575846462797,0.8181539982953164,0.30953019667933124,0.4475649110321748,0.935530604853314,0.1452513966480447,0.5098039215686274,0.22608695652173913,0.603111207582664,0.02944128679754322
91,anomaly_detection_LEAD_Nonstationary_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.3,0.3,0.24489795918367316,0.25,0.36244922252189227,0.2837066611362087,0.8975316136832819,0.4310862618830927,0.9949293734154292,0.6,0.2,0.3,0.6277980092255401,0.12590155764556277
107,anomaly_detection_LEAD_Nonstationary_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.8433734939759037,0.8433734939759037,0.8149010477299179,0.48062775870524765,0.892752337410842,0.9991430511915369,0.8076760602802542,0.8930784896106356,0.9764578051430641,0.7383966244725738,0.9831460674157303,0.8433734939759037,0.9022215262281034,0.42274272854630085
108,anomaly_detection_LEAD_Nonstationary_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.80625,0.80625,0.6944818304172269,0.6298679309177108,0.7092234993751476,0.70495349412496,0.971778273957641,0.8171340375772989,0.977544367982615,0.9555555555555556,0.6972972972972973,0.80625,0.8110468776229647,0.6086199152280879
111,anomaly_detection_LEAD_Nonstationary_Transformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.8266666666666667,0.8266666666666667,0.8266666666666661,0.7484355444305383,0.9001183560040928,1.0,0.7674102665007805,0.8682366942063416,0.9764578051430641,0.7045454545454546,1.0,0.8266666666666667,0.8962072636347884,0.5255676468373581
