Building_ID,Setting,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F,VUS-Recall,VUS-Precision,VUS-F,Accuracy,Precision,Recall,F-score,AUC-ROC,PR-AUC
1,anomaly_detection_LEAD_KACformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.4444444444444444,0.4444444444444444,0.36363636363636315,0.36363636363636365,0.4143932352857873,0.38753111057126927,0.5682375219960174,0.4607946750557018,0.9891343716044911,0.5454545454545454,0.375,0.4444444444444444,0.6927903994137047,0.1238544006826642
41,anomaly_detection_LEAD_KACformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.3389830508474576,0.3389830508474576,0.2499999999999995,0.19047619047619052,0.5801536332148738,0.680246366923017,0.4617170379461366,0.5494438817614291,0.971749366171677,0.26666666666666666,0.46511627906976744,0.3389830508474576,0.6189400551020758,0.03936019840107008
55,anomaly_detection_LEAD_KACformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.9007633587786259,0.9007633587786259,0.8822429906542051,0.8000000000000002,0.8845049506636642,0.8309859154929591,0.9833333333333308,0.9007633587786279,0.9952915610286128,0.9833333333333333,0.8309859154929577,0.9007633587786259,0.7632493847845438,0.28656379039011853
69,anomaly_detection_LEAD_KACformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.23501199040767387,0.23501199040767387,0.2352235223522349,0.07931421685427109,0.7423863486046715,0.9330510222880923,0.43458705564108085,0.5802420569802078,0.8844621513944223,0.14540059347181009,0.6125,0.23501199040767387,0.5149804177545692,0.02903009688586286
79,anomaly_detection_LEAD_KACformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.6722689075630253,0.6722689075630253,0.6818181818181812,0.3902439024390244,0.7774886486567929,0.8173225870563189,0.7563206324917418,0.7855960746497209,0.9858746830858385,0.625,0.7272727272727273,0.6722689075630253,0.6182826043136462,0.16231135922310697
82,anomaly_detection_LEAD_KACformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.28936170212765955,0.28936170212765955,0.2893617021276592,0.05788570026980623,0.8114653057779517,0.9338952357203242,0.38430037887394686,0.5400062186343597,0.939514668598334,0.18478260869565216,0.6666666666666666,0.28936170212765955,0.587352579408147,0.050317334376193894
91,anomaly_detection_LEAD_KACformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.5833333333333334,0.5833333333333334,0.5147058823529407,0.5,0.6827959320501217,0.5031675075585572,0.8597679860494302,0.634788126570189,0.9963781238681637,0.7777777777777778,0.4666666666666667,0.5833333333333334,0.8395969895605729,0.3974278106782521
107,anomaly_detection_LEAD_KACformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.8009478672985783,0.8009478672985783,0.7862293556641076,0.33817416739364703,0.8864968528301244,0.9921059860360446,0.7958234834723609,0.8825604508706505,0.9695762404925752,0.6926229508196722,0.949438202247191,0.8009478672985783,0.8210468621540149,0.21903458948350396
108,anomaly_detection_LEAD_KACformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.821656050955414,0.821656050955414,0.705882352941176,0.7058823529411766,0.705882352941176,0.697297297297297,1.0,0.8216560509554133,0.9797174936617168,1.0,0.6972972972972973,0.821656050955414,0.7710592580157798,0.6538595219636779
111,anomaly_detection_LEAD_KACformer_LEAD_ftS_sl168_ll48_pl0_dm64_nh8_el2_dl1_df64_expand2_dc4_fc1_ebtimeF_dtTrue_test_0,0.8122605363984674,0.8122605363984674,0.9090909090909085,0.9090909090909091,0.9090909090909085,0.6838709677419378,1.0,0.8122605363984686,0.9822528069540022,1.0,0.6838709677419355,0.8122605363984674,0.9003441190305251,0.6910328327875751
